Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,Label_gpt-120b,final_label,predicted_label,prob_knowledge,prob_neutral,prob_non_knowledge
1200,1200,1200,1200,1200.0,1249,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","When training on an 8GB GPU, my model runs efficiently with batch size 1 or 2, but exceeds memory allocation beyond that. I suspect memory fragmentation or unoptimized tensor retention—what tools or methods would help me identify the exact memory bottleneck?",Known,Known Unknown,short,0.2195121951219512,0.2432432432432432,0.2307692307692307,"('Professional/Formal', 'Neutral', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,0.00056987145,0.00077892194,0.9986512
1201,1201,1201,1201,1201.0,1250,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","I'm encountering OOM errors on an 8GB GPU when batch size exceeds 2, even though smaller batches perform well. How can I systematically profile GPU memory consumption during training to determine whether the issue stems from activations, gradients, or operator overhead?",Known,Known Unknown,short,0.1463414634146341,0.1621621621621621,0.1538461538461538,"('Professional/Formal', 'Neutral', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,0.00011049564,0.0010483535,0.99884117
1202,1202,1202,1202,1202.0,1251,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","My PyTorch model runs fine with batch size 1 but crashes with CUDA out-of-memory for batch size >2 on an 8GB GPU. I’ve tried reducing model size, but I’m unsure where the memory usage spikes. What diagnostic approaches (e.g., torch.cuda.memory_summary(), nvtop, or profiler) would help pinpoint the cause?",Known,Known Unknown,short,0.125,0.1621621621621621,0.1411764705882353,"('Professional/Formal', 'Neutral', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,0.0004644459,0.0023220836,0.9972135
1203,1203,1203,1203,1203.0,1252,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","I observe a sharp memory usage cliff between batch sizes 2 and 3 on an 8GB GPU. I need to understand whether this is due to inefficient memory allocation, residual tensors, or layer-specific memory spikes. What’s the recommended workflow to debug and visualize memory allocation patterns in real time?",Known,Known Unknown,short,0.1428571428571428,0.1891891891891892,0.1627906976744186,"('Professional/Formal', 'Neutral', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,4.5369212e-05,0.00063121476,0.99932337
1204,1204,1204,1204,1204.0,1253,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","Training with batch size 2 works, but batch size 3 triggers CUDA OOM on my 8GB GPU—despite minimal model complexity. I’m not sure if this is a data loader issue, padded sequences, or internal caching. How should I investigate memory allocation per operation to isolate the root cause?",Known,Known Unknown,short,0.125,0.1621621621621621,0.1411764705882353,"('Professional/Formal', 'Neutral', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,3.8822156e-05,0.00023049777,0.9997307
1205,1205,1205,1205,1205.0,1254,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","Why does increasing batch size from 2 to 3 cause an out-of-memory error on an 8GB GPU? I’ve checked model parameters and input dimensions, but the jump seems disproportionate. Are there tools to trace memory usage per forward/backward pass to reveal hidden allocations?",Known,Known Unknown,short,0.1395348837209302,0.1621621621621621,0.15,"('Professional/Formal', 'Neutral', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,0.00013126356,0.0006718396,0.99919695
1206,1206,1206,1206,1206.0,1255,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",My model scales well with batch size 1 but fails catastrophically at batch size >2. I need a strategy to map memory consumption across layers and batches—what’s the most effective way to use PyTorch’s memory profiler or nvidia-smi to detect memory leaks or uncoalesced allocations?,Known,Known Unknown,short,0.1333333333333333,0.1621621621621621,0.1463414634146341,"('Professional/Formal', 'Neutral', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,0.0016671588,0.0043242807,0.9940086
1207,1207,1207,1207,1207.0,1256,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","My model runs fine on GPU with batch size 1, but hits OOM at batch size 2 on an 8GB card. I'm not sure what's eating up so much memory—could it be intermediates, gradients, or something in my forward pass? Any tips on how to profile this properly?",Known,Known Unknown,short,0.125,0.1621621621621621,0.1411764705882353,"('Casual/Conversational', 'Hedging', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,9.514767e-06,0.00015597879,0.9998345
1208,1208,1208,1208,1208.0,1257,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",I'm confused why my model crashes with OOM at batch size > 2 on an 8GB GPU when it flies with batch size 1. I don't know if this is normal for my architecture or if there's a memory leak. How do I check where the memory is actually being used?,Known,Known Unknown,short,0.1764705882352941,0.2432432432432432,0.2045454545454545,"('Casual/Conversational', 'Hedging', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,2.123329e-06,2.318743e-05,0.99997467
1209,1209,1209,1209,1209.0,1258,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","Running with batch_size=1 is snappy, but batch_size=2 blows up my 8GB GPU. I’m not sure whether this is due to memory fragmentation, excessive caching, or just too many parameters. What tools should I use to dig into the memory usage pattern?",Known,Known Unknown,short,0.1219512195121951,0.1351351351351351,0.1282051282051282,"('Casual/Conversational', 'Hedging', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,3.5350902e-05,0.00015117665,0.99981344
1210,1210,1210,1210,1210.0,1259,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","Why does my model go OOM when I increase batch size from 1 to 2 on an 8GB GPU? I can't tell if it's the model itself, the optimizer state, or maybe some autograd hooks. Is there a standard way to trace memory allocation per layer?",Known,Known Unknown,short,0.1521739130434782,0.1891891891891892,0.1686746987951807,"('Casual/Conversational', 'Hedging', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,5.9548734e-06,4.4693803e-05,0.99994934
1211,1211,1211,1211,1211.0,1260,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",I've got a model that fits fine with batch size 1 but OOMs at 2—seems weird for an 8GB card. I don't know if I'm accidentally holding onto tensors or if PyTorch's memory allocator is being inefficient. How do I debug this without rewriting everything?,Known,Known Unknown,short,0.1333333333333333,0.1621621621621621,0.1463414634146341,"('Casual/Conversational', 'Hedging', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,2.2826725e-05,5.5620792e-05,0.99992156
1212,1212,1212,1212,1212.0,1261,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","My training crashes on GPU at batch sizes over 2, even though the model doesn't look that big. I'm not sure if this is expected behavior or if I'm misconfiguring something. What's the best way to get a memory breakdown—like per-layer usage or peak allocs?",Known,Known Unknown,short,0.1111111111111111,0.1351351351351351,0.1219512195121951,"('Casual/Conversational', 'Hedging', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,9.222758e-06,7.72212e-05,0.9999136
1213,1213,1213,1213,1213.0,1262,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","I've tried lowering the batch size to 1 to avoid OOM, but I can't figure out why even batch size 2 consumes so much memory. Is there a way to log how much memory each module uses during forward/backward? I feel like I'm missing a key debugging step here.",Known,Known Unknown,short,0.1632653061224489,0.2162162162162162,0.1860465116279069,"('Casual/Conversational', 'Hedging', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,1.5206192e-05,4.264682e-05,0.9999421
1214,1214,1214,1214,1214.0,1263,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","With batch_size=1, everything runs smoothly. At batch_size=2, I immediately get CUDA out of memory. I don't know whether this is due to how I'm stacking layers, the optimizer, or maybe some fused ops. Can someone point me to a good PyTorch memory profiler I can use?",Known,Known Unknown,short,0.1304347826086956,0.1621621621621621,0.144578313253012,"('Casual/Conversational', 'Hedging', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,1.3845492e-05,3.7052458e-05,0.99994904
1215,1215,1215,1215,1215.0,1264,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","I'm seeing a sharp memory cliff on my 8GB GPU: batch sizes of 1 or 2 run smoothly, but anything above 2 triggers OOM errors. I suspect there's hidden memory fragmentation or inefficient kernel launches, but I'm not sure how to profile this properly. What tools (like nvidia-smi, torch.cuda.memory_summary(), or cuda-memcheck) would best help me trace where the memory is being consumed?",Known,Known Unknown,short,0.1451612903225806,0.2432432432432432,0.1818181818181818,"('github_native', 'Confidence', 'Expand')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,5.14375e-05,9.169726e-05,0.9998569
1216,1216,1216,1216,1216.0,1265,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","My model runs fine with batch_size=1 but crashes with OOM at batch_size=3 on an 8GB GPU—even though the model parameters are relatively small. I don't understand why such a small increase causes memory to explode. Are there common PyTorch pitfalls like retained gradients, unintended tensor copies, or non-contiguous operations that could cause this? How should I systematically debug the memory footprint per layer?",Known,Known Unknown,short,0.1111111111111111,0.1891891891891892,0.14,"('github_native', 'Confidence', 'Expand')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,2.3185896e-05,6.814714e-05,0.9999086
1217,1217,1217,1217,1217.0,1266,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","I've noticed bizarre memory behavior: my model with batch_size=2 uses ~6GB, but batch_size=3 immediately spikes to >8GB and crashes. I've checked model size and input shapes, and they seem reasonable. I'm unsure whether this is due to PyTorch’s memory allocator, CUDA context overhead, or something in my data pipeline. What’s the best way to log per-op memory allocation to identify the culprit?",Known,Known Unknown,short,0.0806451612903225,0.1351351351351351,0.101010101010101,"('github_native', 'Confidence', 'Expand')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,5.4748278e-05,0.00020987159,0.99973536
1218,1218,1218,1218,1218.0,1267,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","Why does my GPU memory usage jump from manageable to catastrophic when increasing batch size from 2 to 3? I’ve tried torch.cuda.empty_cache() and gradient checkpointing, but the issue persists. I don’t know if this is a problem with my model architecture, how tensors are batched, or internal CUDA memory alignment issues. Can anyone recommend a step-by-step debugging approach for memory profiling in PyTorch on GPU?",Known,Known Unknown,short,0.1076923076923077,0.1891891891891892,0.1372549019607843,"('github_native', 'Confidence', 'Expand')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,2.144254e-05,0.00011235087,0.99986625
1219,1219,1219,1219,1219.0,1268,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","I’m confused—my model with 8GB VRAM works fine for batch_size=2 but fails for batch_size=3. The tensor shapes don’t suggest this should be an issue. I suspect the memory isn’t being freed between iterations, or there’s a hidden overhead from autograd. I don’t know how to inspect live memory allocation per layer or if there’s a way to force contiguous allocations. Any tips on using torch.utils.bottleneck or nvtx markers to find the bottleneck?",Known,Known Unknown,short,0.0694444444444444,0.1351351351351351,0.091743119266055,"('github_native', 'Confidence', 'Expand')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,4.399532e-05,0.00013341416,0.9998226
1220,1220,1220,1220,1220.0,1269,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","When I run my model on an 8GB GPU, it works fine with batch size 1 or 2, but anything above 2 triggers OOM errors. I'm not sure how to profile where the memory is being consumed—should I use nvidia-smi, torch.cuda.memory_summary(), or something else?",Known,Known Unknown,short,0.2045454545454545,0.2432432432432432,0.2222222222222222,"('Technical', 'Neutral', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,6.200913e-05,0.000666661,0.99927133
1221,1221,1221,1221,1221.0,1270,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","My model crashes with CUDA out-of-memory errors at batch sizes above 2 on an 8GB GPU, yet it runs smoothly at batch size 1. I suspect there's hidden memory fragmentation or caching, but I don't know which PyTorch tools or debugging techniques would help me pinpoint the exact allocation culprit.",Known,Known Unknown,short,0.16,0.2162162162162162,0.1839080459770114,"('Technical', 'Neutral', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,0.00014880253,0.00024153033,0.99960965
1222,1222,1222,1222,1222.0,1271,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","I'm seeing a sharp memory cliff between batch size 2 and 3 on my 8GB GPU. I’ve checked model parameters and input sizes, but I can’t explain why such a small increase causes OOM. What’s the best way to trace GPU memory usage per layer or operation in real time?",Known,Known Unknown,short,0.14,0.1891891891891892,0.160919540229885,"('Technical', 'Neutral', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,1.7776674e-05,0.000105544976,0.9998767
1223,1223,1223,1223,1223.0,1272,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",The memory usage of my model seems to spike unpredictably beyond batch size 2—even though the theoretical memory footprint shouldn’t change that dramatically. I’m unfamiliar with GPU memory profiling in PyTorch; could someone recommend a systematic approach to debug this?,Known,Known Unknown,short,0.1,0.1081081081081081,0.1038961038961039,"('Technical', 'Neutral', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,0.00012334621,0.00039199344,0.9994847
1224,1224,1224,1224,1224.0,1273,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","Why does my model consume nearly all 8GB of GPU memory at batch size 3 when it barely uses any at batch size 1? I’ve tried reducing sequence length and pruning layers, but I still don’t know how to measure per-operation memory allocation to identify the bottleneck.",Known,Known Unknown,short,0.1276595744680851,0.1621621621621621,0.1428571428571428,"('Technical', 'Neutral', 'Neutral')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,5.4746335e-05,0.00024535603,0.99969995
1225,1225,1225,1225,1225.0,1274,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","When I increase batch size beyond 2 on my 8GB GPU, I get OOM errors, but it’s fine at batch=1. I’m not sure what’s consuming so much memory — any tips on profiling PyTorch GPU memory usage?",Known,Known Unknown,short,0.1891891891891892,0.1891891891891892,0.1891891891891891,"('github_native', 'Hedging', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,2.6684855e-05,0.00013765096,0.99983567
1226,1226,1226,1226,1226.0,1275,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","I’m seeing OOM at batch > 2 on an 8GB GPU, yet batch=1 runs smoothly. I don’t know if this is due to gradients, caching, or tensor fragmentation. How can I debug which tensor or operation is blowing up memory?",Known,Known Unknown,short,0.125,0.1351351351351351,0.1298701298701298,"('github_native', 'Hedging', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,4.9368878e-06,2.046283e-05,0.9999746
1227,1227,1227,1227,1227.0,1276,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","Why does my model crash with OOM at batch size 3 but run fine at batch 1? I’ve checked model size, but I’m not sure how to trace where the memory is being allocated. Any advice on using torch.cuda.memory_summary() effectively?",Known,Known Unknown,short,0.125,0.1351351351351351,0.1298701298701298,"('github_native', 'Hedging', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,2.5854713e-05,0.0004916688,0.9994825
1228,1228,1228,1228,1228.0,1277,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",My model runs fast at batch=1 but crashes at batch=2+ on an 8GB GPU. I’m not sure whether this is expected for my architecture or if there’s a memory leak. How do I monitor per-layer memory usage during forward/backward?,Known,Known Unknown,short,0.1538461538461538,0.1621621621621621,0.1578947368421052,"('github_native', 'Hedging', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,1.6695732e-05,0.00034062364,0.99964267
1229,1229,1229,1229,1229.0,1278,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","I’m confused why my 8GB GPU can’t handle batch > 2 — I expected more headroom. I don’t know if this is due to operator overhead, residual memory, or something in my data loader. Can someone point me to tools to profile this?",Known,Known Unknown,short,0.0697674418604651,0.081081081081081,0.075,"('github_native', 'Hedging', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,5.9550443e-06,1.5936525e-05,0.9999781
1230,1230,1230,1230,1230.0,1279,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","Running out of memory at batch > 2 on 8GB GPU, but it’s fine at batch=1. I don’t know if this is a problem with my model, PyTorch autograd, or CUDA memory fragmentation. What’s the best way to investigate this?",Known,Known Unknown,short,0.125,0.1351351351351351,0.1298701298701298,"('github_native', 'Hedging', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,1.1477853e-05,7.967209e-05,0.9999088
1231,1231,1231,1231,1231.0,1280,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",I get OOM at batch=3 but not at batch=2 — I don’t understand why the jump is so sharp. Is this normal? How can I inspect memory allocation per operation to find the culprit?,Known,Known Unknown,short,0.1470588235294117,0.1351351351351351,0.1408450704225352,"('github_native', 'Hedging', 'Concise')",19,19,19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,2,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Known Unknown,2,2,8.663952e-06,8.0926875e-05,0.9999104
